Language Task Size Select_size Model Metric Value
btz surSeg 1500 550 transformer f1 0.2378
btz surSeg 1500 575 transformer precision 0.2537333333333333
btz surSeg 1500 575 transformer recall 0.22605
btz surSeg 1500 575 transformer f1 0.23456666666666667
btz surSeg 1500 600 transformer precision 0.2544166666666667
btz surSeg 1500 600 transformer recall 0.22925
btz surSeg 1500 600 transformer f1 0.2364
btz surSeg 1500 625 transformer precision 0.24456666666666668
btz surSeg 1500 625 transformer recall 0.22038333333333332
btz surSeg 1500 625 transformer f1 0.22745
btz surSeg 1500 650 transformer precision 0.23551666666666665
btz surSeg 1500 650 transformer recall 0.22876666666666667
btz surSeg 1500 650 transformer f1 0.22703333333333334
btz surSeg 1500 675 transformer precision 0.24493333333333334
btz surSeg 1500 675 transformer recall 0.22315000000000002
btz surSeg 1500 675 transformer f1 0.22981666666666667
btz surSeg 1500 700 transformer precision 0.26498333333333335
btz surSeg 1500 700 transformer recall 0.24148333333333333
btz surSeg 1500 700 transformer f1 0.24833333333333335
btz surSeg 1500 725 transformer precision 0.24085
btz surSeg 1500 725 transformer recall 0.22371666666666667
btz surSeg 1500 725 transformer f1 0.22831666666666667
btz surSeg 1500 750 transformer precision 0.2503
btz surSeg 1500 750 transformer recall 0.22911666666666666
btz surSeg 1500 750 transformer f1 0.2353
btz surSeg 1500 775 transformer precision 0.24905
btz surSeg 1500 775 transformer recall 0.22243333333333334
btz surSeg 1500 775 transformer f1 0.23028333333333334
btz surSeg 1500 800 transformer precision 0.2498
btz surSeg 1500 800 transformer recall 0.22936666666666666
btz surSeg 1500 800 transformer f1 0.23421666666666668
btz surSeg 1500 825 transformer precision 0.2498
btz surSeg 1500 825 transformer recall 0.22936666666666666
btz surSeg 1500 825 transformer f1 0.23421666666666668
btz surSeg 1500 850 transformer precision 0.2498
btz surSeg 1500 850 transformer recall 0.22936666666666666
btz surSeg 1500 850 transformer f1 0.23421666666666668
btz surSeg 1500 875 transformer precision 0.2498
btz surSeg 1500 875 transformer recall 0.22936666666666666
btz surSeg 1500 875 transformer f1 0.23421666666666668
btz surSeg 1500 900 transformer precision 0.2498
btz surSeg 1500 900 transformer recall 0.22936666666666666
btz surSeg 1500 900 transformer f1 0.23421666666666668
btz surSeg 1500 925 transformer precision 0.2498
btz surSeg 1500 925 transformer recall 0.22936666666666666
btz surSeg 1500 925 transformer f1 0.23421666666666668
btz surSeg 1500 950 transformer precision 0.2498
btz surSeg 1500 950 transformer recall 0.22936666666666666
btz surSeg 1500 950 transformer f1 0.23421666666666668
btz surSeg 1500 975 transformer precision 0.2498
btz surSeg 1500 975 transformer recall 0.22936666666666666
btz surSeg 1500 975 transformer f1 0.23421666666666668
btz surSeg 2000 0 transformer precision 0.26985000000000003
btz surSeg 2000 0 transformer recall 0.25555
btz surSeg 2000 0 transformer f1 0.2586833333333334
btz surSeg 2000 25 transformer precision 0.26933333333333337
btz surSeg 2000 25 transformer recall 0.24973333333333333
btz surSeg 2000 25 transformer f1 0.25503333333333333
btz surSeg 2000 50 transformer precision 0.2805666666666667
btz surSeg 2000 50 transformer recall 0.26753333333333335
btz surSeg 2000 50 transformer f1 0.2704
btz surSeg 2000 75 transformer precision 0.2578666666666667
btz surSeg 2000 75 transformer recall 0.24883333333333335
btz surSeg 2000 75 transformer f1 0.24991666666666668
btz surSeg 2000 100 transformer precision 0.28146666666666664
btz surSeg 2000 100 transformer recall 0.26918333333333333
btz surSeg 2000 100 transformer f1 0.2707
btz surSeg 2000 125 transformer precision 0.27521666666666667
btz surSeg 2000 125 transformer recall 0.2677
btz surSeg 2000 125 transformer f1 0.2674
btz surSeg 2000 150 transformer precision 0.2842
btz surSeg 2000 150 transformer recall 0.2578666666666667
btz surSeg 2000 150 transformer f1 0.2664166666666667
btz surSeg 2000 175 transformer precision 0.2846
btz surSeg 2000 175 transformer recall 0.2662
btz surSeg 2000 175 transformer f1 0.27108333333333334
btz surSeg 2000 200 transformer precision 0.26005
btz surSeg 2000 200 transformer recall 0.23703333333333335
btz surSeg 2000 200 transformer f1 0.24396666666666667
btz surSeg 2000 225 transformer precision 0.28108333333333335
btz surSeg 2000 225 transformer recall 0.26111666666666666
btz surSeg 2000 225 transformer f1 0.26716666666666666
btz surSeg 2000 250 transformer precision 0.2793
btz surSeg 2000 250 transformer recall 0.2685166666666667
btz surSeg 2000 250 transformer f1 0.27026666666666666
btz surSeg 2000 275 transformer precision 0.2772
btz surSeg 2000 275 transformer recall 0.26266666666666666
btz surSeg 2000 275 transformer f1 0.2656
btz surSeg 2000 300 transformer precision 0.262
btz surSeg 2000 300 transformer recall 0.24411666666666665
btz surSeg 2000 300 transformer f1 0.24883333333333332
btz surSeg 2000 325 transformer precision 0.27181666666666665
btz surSeg 2000 325 transformer recall 0.25558333333333333
btz surSeg 2000 325 transformer f1 0.2595166666666667
btz surSeg 2000 350 transformer precision 0.26025
btz surSeg 2000 350 transformer recall 0.24423333333333333
btz surSeg 2000 350 transformer f1 0.24881666666666666
btz surSeg 2000 375 transformer precision 0.26888333333333336
btz surSeg 2000 375 transformer recall 0.2532333333333333
btz surSeg 2000 375 transformer f1 0.25698333333333334
btz surSeg 2000 400 transformer precision 0.2758333333333333
btz surSeg 2000 400 transformer recall 0.2494
btz surSeg 2000 400 transformer f1 0.2574166666666667
btz surSeg 2000 425 transformer precision 0.2727833333333333
btz surSeg 2000 425 transformer recall 0.25278333333333336
btz surSeg 2000 425 transformer f1 0.25785
btz surSeg 2000 450 transformer precision 0.28126666666666666
btz surSeg 2000 450 transformer recall 0.2703
btz surSeg 2000 450 transformer f1 0.27071666666666666
btz surSeg 2000 475 transformer precision 0.2799
btz surSeg 2000 475 transformer recall 0.26603333333333334
btz surSeg 2000 475 transformer f1 0.26808333333333334
btz surSeg 2000 500 transformer precision 0.27268333333333333
btz surSeg 2000 500 transformer recall 0.24853333333333336
btz surSeg 2000 500 transformer f1 0.25593333333333335
btz surSeg 2000 525 transformer precision 0.2767833333333333
btz surSeg 2000 525 transformer recall 0.25653333333333334
btz surSeg 2000 525 transformer f1 0.26205
btz surSeg 2000 550 transformer precision 0.2584
btz surSeg 2000 550 transformer recall 0.2371
btz surSeg 2000 550 transformer f1 0.24296666666666666
btz surSeg 2000 575 transformer precision 0.2643833333333333
btz surSeg 2000 575 transformer recall 0.25085
btz surSeg 2000 575 transformer f1 0.2533166666666667
btz surSeg 2000 600 transformer precision 0.2594166666666667
btz surSeg 2000 600 transformer recall 0.24141666666666667
btz surSeg 2000 600 transformer f1 0.24586666666666668
btz surSeg 2000 625 transformer precision 0.26985000000000003
btz surSeg 2000 625 transformer recall 0.25555
btz surSeg 2000 625 transformer f1 0.2586833333333334
btz surSeg 2000 650 transformer precision 0.26985000000000003
btz surSeg 2000 650 transformer recall 0.25555
btz surSeg 2000 650 transformer f1 0.2586833333333334
btz surSeg 2000 675 transformer precision 0.26985000000000003
btz surSeg 2000 675 transformer recall 0.25555
btz surSeg 2000 675 transformer f1 0.2586833333333334
btz surSeg 2000 700 transformer precision 0.26985000000000003
btz surSeg 2000 700 transformer recall 0.25555
btz surSeg 2000 700 transformer f1 0.2586833333333334
btz surSeg 2000 725 transformer precision 0.26985000000000003
btz surSeg 2000 725 transformer recall 0.25555
btz surSeg 2000 725 transformer f1 0.2586833333333334
btz surSeg 2000 750 transformer precision 0.26985000000000003
btz surSeg 2000 750 transformer recall 0.25555
btz surSeg 2000 750 transformer f1 0.2586833333333334
btz surSeg 2000 775 transformer precision 0.26985000000000003
btz surSeg 2000 775 transformer recall 0.25555
btz surSeg 2000 775 transformer f1 0.2586833333333334
btz surSeg 2000 800 transformer precision 0.26985000000000003
btz surSeg 2000 800 transformer recall 0.25555
btz surSeg 2000 800 transformer f1 0.2586833333333334
btz surSeg 2000 825 transformer precision 0.26985000000000003
btz surSeg 2000 825 transformer recall 0.25555
btz surSeg 2000 825 transformer f1 0.2586833333333334
btz surSeg 2000 850 transformer precision 0.26985000000000003
btz surSeg 2000 850 transformer recall 0.25555
btz surSeg 2000 850 transformer f1 0.2586833333333334
btz surSeg 2000 875 transformer precision 0.26985000000000003
btz surSeg 2000 875 transformer recall 0.25555
btz surSeg 2000 875 transformer f1 0.2586833333333334
btz surSeg 2000 900 transformer precision 0.26985000000000003
btz surSeg 2000 900 transformer recall 0.25555
btz surSeg 2000 900 transformer f1 0.2586833333333334
btz surSeg 2000 925 transformer precision 0.26985000000000003
btz surSeg 2000 925 transformer recall 0.25555
btz surSeg 2000 925 transformer f1 0.2586833333333334
btz surSeg 2000 950 transformer precision 0.26985000000000003
btz surSeg 2000 950 transformer recall 0.25555
btz surSeg 2000 950 transformer f1 0.2586833333333334
btz surSeg 2000 975 transformer precision 0.26985000000000003
btz surSeg 2000 975 transformer recall 0.25555
btz surSeg 2000 975 transformer f1 0.2586833333333334
cho surSeg 50 0 transformer precision 0.014466666666666668
cho surSeg 50 0 transformer recall 0.015833333333333335
cho surSeg 50 0 transformer f1 0.0149
cho surSeg 50 25 transformer precision 0.022233333333333334
cho surSeg 50 25 transformer recall 0.0205
cho surSeg 50 25 transformer f1 0.020816666666666667
cho surSeg 50 50 transformer precision 0.019700000000000002
cho surSeg 50 50 transformer recall 0.020233333333333332
cho surSeg 50 50 transformer f1 0.019466666666666667
cho surSeg 50 75 transformer precision 0.018616666666666667
cho surSeg 50 75 transformer recall 0.021916666666666668
cho surSeg 50 75 transformer f1 0.019666666666666666
cho surSeg 50 100 transformer precision 0.022216666666666666
cho surSeg 50 100 transformer recall 0.021083333333333332
cho surSeg 50 100 transformer f1 0.02095
cho surSeg 50 125 transformer precision 0.018616666666666667
cho surSeg 50 125 transformer recall 0.02206666666666667
cho surSeg 50 125 transformer f1 0.019366666666666667
cho surSeg 50 150 transformer precision 0.00585
cho surSeg 50 150 transformer recall 0.00665
cho surSeg 50 150 transformer f1 0.006
cho surSeg 50 175 transformer precision 0.03
cho surSeg 50 175 transformer recall 0.028833333333333336
cho surSeg 50 175 transformer f1 0.028683333333333335
cho surSeg 50 200 transformer precision 0.028883333333333334
cho surSeg 50 200 transformer recall 0.029150000000000002
cho surSeg 50 200 transformer f1 0.028016666666666665
cho surSeg 100 0 transformer precision 0.015816666666666666
cho surSeg 100 0 transformer recall 0.024166666666666666
cho surSeg 100 0 transformer f1 0.018866666666666667
cho surSeg 100 25 transformer precision 0.018016666666666667
cho surSeg 100 25 transformer recall 0.023566666666666666
cho surSeg 100 25 transformer f1 0.019783333333333333
cho surSeg 100 50 transformer precision 0.03188333333333333
cho surSeg 100 50 transformer recall 0.03953333333333334
cho surSeg 100 50 transformer f1 0.034083333333333334
cho surSeg 100 75 transformer precision 0.022783333333333333
cho surSeg 100 75 transformer recall 0.02915
cho surSeg 100 75 transformer f1 0.024066666666666667
cho surSeg 100 100 transformer precision 0.026066666666666665
cho surSeg 100 100 transformer recall 0.032600000000000004
cho surSeg 100 100 transformer f1 0.028316666666666667
cho surSeg 100 125 transformer precision 0.023616666666666668
cho surSeg 100 125 transformer recall 0.02843333333333333
cho surSeg 100 125 transformer f1 0.02485
cho surSeg 100 150 transformer precision 0.036366666666666665
cho surSeg 100 150 transformer recall 0.04176666666666667
cho surSeg 100 150 transformer f1 0.03766666666666667
cho surSeg 100 175 transformer precision 0.022233333333333334
cho surSeg 100 175 transformer recall 0.030833333333333334
cho surSeg 100 175 transformer f1 0.02511666666666667
cho surSeg 500 0 transformer precision 0.0761
cho surSeg 500 0 transformer recall 0.07165
cho surSeg 500 0 transformer f1 0.07118333333333333
cho surSeg 500 25 transformer precision 0.0828
cho surSeg 500 25 transformer recall 0.08246666666666667
cho surSeg 500 25 transformer f1 0.08003333333333333
cho surSeg 500 50 transformer precision 0.07446666666666667
cho surSeg 500 50 transformer recall 0.06941666666666667
cho surSeg 500 50 transformer f1 0.0699
cho surSeg 500 75 transformer precision 0.08446666666666666
cho surSeg 500 75 transformer recall 0.07896666666666667
cho surSeg 500 75 transformer f1 0.07933333333333334
cho surSeg 500 100 transformer precision 0.08336666666666667
cho surSeg 500 100 transformer recall 0.08206666666666666
cho surSeg 500 100 transformer f1 0.08035
cho surSeg 500 125 transformer precision 0.08515
cho surSeg 500 125 transformer recall 0.08373333333333333
cho surSeg 500 125 transformer f1 0.08116666666666666
cho surSeg 500 150 transformer precision 0.08165
cho surSeg 500 150 transformer recall 0.07718333333333334
cho surSeg 500 150 transformer f1 0.07640000000000001
cho surSeg 500 175 transformer precision 0.06446666666666667
cho surSeg 500 175 transformer recall 0.06805
cho surSeg 500 175 transformer f1 0.06333333333333334
cho surSeg 1000 0 transformer precision 0.0989
cho surSeg 1000 0 transformer recall 0.09331666666666667
cho surSeg 1000 0 transformer f1 0.09240000000000001
cho surSeg 1000 25 transformer precision 0.10276666666666667
cho surSeg 1000 25 transformer recall 0.09011666666666666
cho surSeg 1000 25 transformer f1 0.0932
cho surSeg 1000 50 transformer precision 0.11111666666666667
cho surSeg 1000 50 transformer recall 0.10526666666666668
cho surSeg 1000 50 transformer f1 0.1051
cho surSeg 1000 75 transformer precision 0.10723333333333333
cho surSeg 1000 75 transformer recall 0.09555
cho surSeg 1000 75 transformer f1 0.09745000000000001
cho surSeg 1000 100 transformer precision 0.11706666666666667
cho surSeg 1000 100 transformer recall 0.10481666666666667
cho surSeg 1000 100 transformer f1 0.10768333333333334
cho surSeg 1000 125 transformer precision 0.10055
cho surSeg 1000 125 transformer recall 0.0896
cho surSeg 1000 125 transformer f1 0.09213333333333333
cho surSeg 1000 150 transformer precision 0.11136666666666667
cho surSeg 1000 150 transformer recall 0.09775
cho surSeg 1000 150 transformer f1 0.10195
cho surSeg 1000 175 transformer precision 0.10973333333333334
cho surSeg 1000 175 transformer recall 0.09748333333333334
cho surSeg 1000 175 transformer f1 0.10091666666666667
cho surSeg 1500 0 transformer precision 0.10833333333333334
cho surSeg 1500 0 transformer recall 0.0964
cho surSeg 1500 0 transformer f1 0.09888333333333334
cho surSeg 1500 25 transformer precision 0.11056666666666667
cho surSeg 1500 25 transformer recall 0.10376666666666667
cho surSeg 1500 25 transformer f1 0.10446666666666667
cho surSeg 1500 50 transformer precision 0.114
cho surSeg 1500 50 transformer recall 0.10871666666666667
cho surSeg 1500 50 transformer f1 0.10815
cho surSeg 1500 75 transformer precision 0.1261
cho surSeg 1500 75 transformer recall 0.1186
cho surSeg 1500 75 transformer f1 0.11971666666666667
cho surSeg 1500 100 transformer precision 0.10668333333333334
cho surSeg 1500 100 transformer recall 0.09598333333333334
cho surSeg 1500 100 transformer f1 0.0981
cho surSeg 1500 125 transformer precision 0.11471666666666668
cho surSeg 1500 125 transformer recall 0.10746666666666667
cho surSeg 1500 125 transformer f1 0.1082
cho surSeg 1500 150 transformer precision 0.10361666666666666
cho surSeg 1500 150 transformer recall 0.09275
cho surSeg 1500 150 transformer f1 0.09616666666666666
cho surSeg 1500 175 transformer precision 0.12476666666666666
cho surSeg 1500 175 transformer recall 0.11975000000000001
cho surSeg 1500 175 transformer f1 0.11998333333333333
cho surSeg 2000 0 transformer precision 0.12
cho surSeg 2000 0 transformer recall 0.10998333333333334
cho surSeg 2000 0 transformer f1 0.11211666666666667
cho surSeg 2000 25 transformer precision 0.12971666666666667
cho surSeg 2000 25 transformer recall 0.12126666666666666
cho surSeg 2000 25 transformer f1 0.12235
cho surSeg 2000 50 transformer precision 0.11165
cho surSeg 2000 50 transformer recall 0.11111666666666667
cho surSeg 2000 50 transformer f1 0.1086
cho surSeg 2000 75 transformer precision 0.12498333333333334
cho surSeg 2000 75 transformer recall 0.10735
cho surSeg 2000 75 transformer f1 0.11305
cho surSeg 2000 100 transformer precision 0.11915
cho surSeg 2000 100 transformer recall 0.11315
cho surSeg 2000 100 transformer f1 0.1118
cho surSeg 2000 125 transformer precision 0.13555
cho surSeg 2000 125 transformer recall 0.11636666666666667
cho surSeg 2000 125 transformer f1 0.122
cho surSeg 2000 150 transformer precision 0.12443333333333334
cho surSeg 2000 150 transformer recall 0.1147
cho surSeg 2000 150 transformer f1 0.11656666666666667
cho surSeg 2000 175 transformer precision 0.12388333333333333
cho surSeg 2000 175 transformer recall 0.10941666666666666
cho surSeg 2000 175 transformer f1 0.11336666666666667
